siren;url;format
200053767;https://www.auvergnerhonealpes.fr/media/5979/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/1470/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/545/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/550/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/554/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/561/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/562/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/3992/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/546/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/551/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/556/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/547/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/552/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/558/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/559/download?inline;xlsx
200053767;https://www.auvergnerhonealpes.fr/media/553/download?inline;xlsx
200069854;https://data.grandpoitiers.fr/data-fair/api/v1/datasets/569lsjdcx9mz11lvepyllmvy/lines?format=csv&size=10000;csv
200069854;https://data.grandpoitiers.fr/data-fair/api/v1/datasets/-25bugv0f5evw-x0v9y53qc7/lines?format=csv&size=10000;csv
218601946;https://data.grandpoitiers.fr/data-fair/api/v1/datasets/4i6tw-7mgxb0y3rbxv12p826/lines?format=csv&size=10000;csv
218601946;https://data.grandpoitiers.fr/data-fair/api/v1/datasets/xw1dv3nh96ltwi-vte9yj5k8/lines?format=csv&size=10000;csv
